projectId,isOn,trustProductName,proectIssueCode,trustCompanyName,trustCompanyShortName,trustTremType,trustPropertyApplicationDesc,trustPropertyManagementDesc,issueCodeDate,publicityTime,registrationTime
10330,1,中融-华元三号财产权信托,ZXD41Z201711111033837,中融国际信托有限公司,中融信托,24,金融业,其他债权资产,2017-11-24,2018-01-10,2017-12-26
10259,1,浙金·玉泉6号信托投资集合资金信托计划,ZXD31Z201711010033127,浙商金汇信托股份有限公司,浙金信托,12,金融业,其他债权资产,2017-11-23,2018-01-10,2018-01-04
11139,1,华能信托-民和2号集合资金信托计划,ZXD36H201711110041817,华能贵诚信托有限公司,华能信托,12,租赁和商务服务业,其他债权资产,2017-11-29,2018-01-04,2017-12-29
4310,1,云南信托鹏博稳赢集合资金信托计划,ZXD32Y20171001000441X,云南国际信托有限公司,云南信托,240,金融业,债券投资,2017-10-12,2018-01-10,2017-11-22
9262,1,中航信托·天信【2017】48号集合资金信托计划,ZXD37Z201711010023230,中航信托股份有限公司,中航信托,12,金融业,资产收益权（不附回购）,2017-11-17,2018-01-09,2017-12-29
8614,1,兴业信托·锦绣29号集合资金信托计划,ZXD36X201711010016829,兴业国际信托有限公司,兴业信托,12,建筑业,信托贷款,2017-11-14,2018-01-10,2017-12-29
11029,1,国投泰康信托·金雕663号集合资金信托计划,ZXD35G201711010040711,国投泰康信托有限公司,国投泰康,24,水利、环境和公共设施管理业,特定资产及其收（受）益权附回购,2017-11-29,2018-01-10,2017-12-15
3122,1,东莞信托·鼎信-阳光城1号集合资金信托计划,ZXD32D201709010029356,东莞信托有限公司,东莞信托,-1,房地产业,长期股权投资,2017-09-27,2018-01-10,2017-12-21
8987,1,国通信托·同洲精进集合资金信托计划,ZXD31F20171111002050X,国通信托有限责任公司,国通信托,24,其他,股票投资,2017-11-16,2018-01-09,2017-12-12
8013,1,平安财富铂信6号集合资金信托（第一期）,ZXD31P20171101001089X,平安信托有限责任公司,平安信托,12,租赁和商务服务业,信托贷款,2017-11-09,2018-01-10,2017-12-19
10925,1,华润信托·上汽投资1号集合资金信托计划,ZXD38H201711010039685,华润深国投信托有限公司,华润信托,36,金融业,债券投资,2017-11-28,2018-01-10,2017-12-26
2557,1,大业信托·盛业优选15号集合资金信托计划,ZXD31D201709010023721,大业信托有限责任公司,大业信托,12,金融业,股票投资,2017-09-22,2018-01-08,2018-01-03
8084,1,万向信托-工商企业55号（雏鹰农牧流动资金贷款集合资金信托计划）,ZXD31W201711010011586,万向信托有限公司,万向信托,18,农林牧渔业,信托贷款,2017-11-09,2018-01-09,2017-12-29
5574,1,丰耀2017年第二期个人汽车抵押贷款证券化,ZXD33Z201710101016909,中国对外经济贸易信托有限公司,外贸信托,53.2,金融业,其他债权资产,2017-10-23,2018-01-10,2017-12-29
3524,1,长安宁·桃源公路流动资金贷款集合资金信托计划,ZXD31C201709110033342,长安国际信托股份有限公司,长安信托,36,建筑业,信托贷款,2017-09-28,2018-01-04,2017-12-21
7575,1,华能信托-哈尔滨银行2017年第四期财产权信托,ZXD36H201711101006537,华能贵诚信托有限公司,华能信托,35.6,金融业,资产收益权（不附回购）,2017-11-06,2018-01-09,2018-01-04
2270,1,交银国信·稳健2738号单一资金信托,ZXD34J20170910002086X,交银国际信托有限公司,交银信托,12,制造业,信托贷款,2017-09-21,2018-01-04,2017-12-25
1343,1,外贸信托-浦微系列财产权信托投资集合资金信托计划,ZXD33Z201709010011673,中国对外经济贸易信托有限公司,外贸信托,13.2,金融业,其他债权资产,2017-09-14,2018-01-04,2017-12-26
7515,1,中海-扬帆32号集合资金信托计划,ZXD36Z201711110005934,中海信托股份有限公司,中海信托,36,金融业,债券投资,2017-11-06,2018-01-09,2017-12-27
7199,1,长安宁·哈尔滨永泰城项目贷款集合资金信托计划,ZXD31C201711010002802,长安国际信托股份有限公司,长安信托,40.1,房地产业,信托贷款,2017-11-02,2018-01-09,2018-01-03
6774,1,兴业信托·恒力股份1号员工持股集合资金信托计划,ZXD36X201710010028827,兴业国际信托有限公司,兴业信托,36,金融业,股票投资,2017-10-30,2018-01-09,2017-12-29
6668,1,东莞信托·恒信-迪马股份集合资金信托计划,ZXD32D201710010027760,东莞信托有限公司,东莞信托,24,房地产业,信托贷款,2017-10-30,2018-01-09,2017-12-26
11895,1,欧菲7号集合资金信托计划,ZXD32Y201712010005165,云南国际信托有限公司,云南信托,24,金融业,股票投资,2017-12-05,2017-12-29,2017-12-26
4473,1,厦门信托-信聚金开1706号南通誉豪威尼斯集合资金信托计划,ZXD33X201710010006020,厦门国际信托有限公司,厦门信托,24,房地产业,信托贷款,2017-10-13,2018-01-09,2017-12-29
10261,1,浙金·宝石26号信托投资集合资金信托计划,ZXD31Z201711010033145,浙商金汇信托股份有限公司,浙金信托,12,金融业,特定资产及其收（受）益权附回购,2017-11-23,2018-01-02,2017-12-18
9672,1,江苏信托·江苏城镇化建设一百二十二期（淮安清江浦）集合资金信托计划,ZXD33J201711010027300,江苏省国际信托有限责任公司,江苏信托,24,水利、环境和公共设施管理业,信托贷款,2017-11-21,2018-01-02,2017-12-14
9542,1,昆仑信托·攀鑫1号金融资产财产权信托,ZXD31K201711101026022,昆仑信托有限责任公司,昆仑信托,33.6,金融业,其他债权资产,2017-11-20,2018-01-02,2017-12-20
8699,1,四川信托-惠益9号集合资金信托计划,ZXD36S201711110017679,四川信托有限公司,四川信托,24,批发和零售业,信托贷款,2017-11-14,2018-01-02,2017-12-18
8076,1,外贸信托-五行汇诚资产配置集合资金信托计划49期,ZXD33Z201711010011507,中国对外经济贸易信托有限公司,外贸信托,12,金融业,其他债权资产,2017-11-09,2018-01-02,2017-12-22
8007,1,江苏信托九沐资本1号证券投资集合资金信托计划,ZXD33J20171111001083X,江苏省国际信托有限责任公司,江苏信托,60,金融业,股票投资,2017-11-09,2018-01-02,2017-12-19
7937,1,中粮信托·中兴1号投资集合资金信托,ZXD40Z201711110010149,中粮信托有限责任公司,中粮信托,30.2,制造业,金融衍生品,2017-11-08,2018-01-02,2017-12-05
7022,1,誉和景明22号第1期-京东白条集合资金信托计划,ZXD33Z20171101000103X,中国对外经济贸易信托有限公司,外贸信托,16,金融业,债券投资,2017-11-01,2018-01-02,2017-12-12
12594,1,华润信托·睿致116号集合资金信托计划,ZXD38H201712010012097,华润深国投信托有限公司,华润信托,120,金融业,债券投资,2017-12-08,2017-12-29,2017-12-25
2683,1,山东信托·恒祥16号集合资金信托计划,ZXD31S201709010024977,山东省国际信托股份有限公司,山东信托,12,房地产业,信托贷款,2017-09-22,2017-12-29,2017-12-21
12313,1,华润信托·睿致115号集合资金信托计划,ZXD38H201712010009280,华润深国投信托有限公司,华润信托,120,金融业,债券投资,2017-12-06,2017-12-29,2017-12-25
11485,1,厦门信托-富瑞达国际租赁财产权信托计划,ZXD33X201712111001102,厦门国际信托有限公司,厦门信托,120.6,租赁和商务服务业,其他债权资产,2017-12-01,2017-12-29,2017-12-15
15105,1,华能信托-2017增利1号财产权信托,ZXD36H201712101036976,华能贵诚信托有限公司,华能信托,37,金融业,其他债权资产,2017-12-20,2018-01-08,2018-01-03
11179,1,陕国投·金元宝31号证券投资集合资金信托计划,ZXD33S201711110042212,陕西省国际信托股份有限公司,陕西信托,12,制造业,股票投资,2017-11-30,2017-12-29,2017-12-25
9706,1,国民信托华盈50号财产权信托,ZXD34G201711101027645,国民信托有限公司,国民信托,21.8,其他,资产收益权（不附回购）,2017-11-21,2018-01-02,2017-12-15
10912,1,华润信托·建信沪盈涌峰中国龙平衡专享1号集合资金信托计划,ZXD38H201711010039559,华润深国投信托有限公司,华润信托,36,金融业,股票投资,2017-11-28,2017-12-29,2017-12-26
9289,1,普惠2017年第7期信贷资产流转财产权信托,ZXD35S20171110102350X,上海国际信托有限公司,上海信托,10.5,金融业,其他债权资产,2017-11-17,2018-01-02,2017-12-22
10755,1,鼎微2017年第二十期微小企业贷款流转财产权信托,ZXD36H201711101038028,华能贵诚信托有限公司,华能信托,15.8,其他,其他债权资产,2017-11-28,2017-12-29,2017-12-25
9126,1,新华信托华睿系列·渝和6号贷款集合资金信托计划,ZXD34X201711110021888,新华信托股份有限公司,新华信托,12,信息传输、软件和信息技术服务业,信托贷款,2017-11-16,2018-01-02,2017-12-08
10673,1,中粮信托-华泰车身股权收益权投资集合资金信托计划,ZXD40Z201711010037204,中粮信托有限责任公司,中粮信托,12,制造业,特定资产及其收（受）益权附回购,2017-11-27,2017-12-29,2017-12-25
7697,1,国民信托·紫金16号集合资金信托计划,ZXD34G201711110007746,国民信托有限公司,国民信托,12,金融业,资产收益权（不附回购）,2017-11-07,2018-01-02,2017-12-22
10393,1,长安宁-华仪电气股权收益权买入返售集合资金信托计划,ZXD31C201711110034456,长安国际信托股份有限公司,长安信托,12,电力、热力、燃气及水生产和供应业,特定资产及其收（受）益权附回购,2017-11-24,2017-12-29,2017-12-26
7637,1,苏信理财·恒信C1715集合资金信托计划,ZXD37S201711010007147,苏州信托有限公司,苏州信托,30.1,农林牧渔业,特定资产及其收（受）益权附回购,2017-11-07,2018-01-02,2017-12-22
9638,1,中海信托-浦江之星338号集合资金信托计划-第1期,ZXD36Z201711110026969,中海信托股份有限公司,中海信托,24.1,金融业,股票投资,2017-11-20,2017-12-29,2017-12-21
7550,1,万向信托-地产108号（柳州绿城杨柳郡项目贷款集合资金信托计划）,ZXD31W201711010006285,万向信托有限公司,万向信托,24,房地产业,信托贷款,2017-11-06,2018-01-02,2017-12-22
8086,1,天津信托-惠农添金（2017汇珠农业1号）集合资金信托计划,ZXD31T201711010011605,天津信托有限责任公司,天津信托,12,制造业,信托贷款,2017-11-09,2017-12-29,2017-12-26
7476,1,厦门信托-知几专享2期证券投资集合资金信托计划,ZXD33X201711010005544,厦门国际信托有限公司,厦门信托,18,金融业,股票投资,2017-11-06,2018-01-02,2017-12-18
7327,1,平安信托-宏泰三百一十六号集合资金信托计划,ZXD31P201711010004076,平安信托有限责任公司,平安信托,36,房地产业,信托贷款,2017-11-03,2018-01-02,2017-12-14
5926,1,天津信托-建设开发（2017恒大添金2号）集合资金信托计划,ZXD31T201710010020426,天津信托有限责任公司,天津信托,12,房地产业,其他债权资产,2017-10-24,2018-01-02,2017-12-22
9813,1,中海汇信2017-76泰州鑫泰流动资金贷款集合资金信托计划,ZXD36Z201711110028713,中海信托股份有限公司,中海信托,6,其他,信托贷款,2017-11-21,2017-12-29,2017-12-20
9756,1,万向信托-钱潮1号集合资金信托计划,ZXD31W201711010028146,万向信托有限公司,万向信托,12,租赁和商务服务业,信托贷款,2017-11-21,2017-12-29,2017-12-26
9390,1,2017平安租赁工行·华宝三期财产权信托,ZXD34H201711101024510,华宝信托有限责任公司,华宝信托,57.7,租赁和商务服务业,其他债权资产,2017-11-17,2017-12-29,2017-12-14
8928,1,长安宁——天风易鑫2号流动资金贷款集合资金信托计划,ZXD31C201711110019930,长安国际信托股份有限公司,长安信托,12,租赁和商务服务业,信托贷款,2017-11-15,2017-12-29,2017-12-20
8354,1,国民信托·金达42号集合资金信托计划,ZXD34G201711010014270,国民信托有限公司,国民信托,12,金融业,资产收益权（不附回购）,2017-11-10,2017-12-29,2017-12-25
7885,1,百瑞仁爱·金庚慈善信托,ZXD31B201711010009627,百瑞信托有限责任公司,百瑞信托,348,公共管理、社会保障和社会组织,金融衍生品,2017-11-08,2017-12-29,2017-12-21
7703,1,长安宁——华发股份集合资金信托计划,ZXD31C201711110007807,长安国际信托股份有限公司,长安信托,24,房地产业,信托贷款,2017-11-07,2017-12-29,2017-12-19
7475,1,华润信托·远策致盈1号集合资金信托计划,ZXD38H201711010005537,华润深国投信托有限公司,华润信托,240,金融业,股票投资,2017-11-06,2017-12-29,2017-12-26
7019,1,粤财信托·豫金1号结构化集合资金信托计划,ZXD32G201711110001003,广东粤财信托有限公司,粤财信托,12,科学研究和技术服务业,特定资产及其收（受）益权附回购,2017-11-01,2017-12-29,2017-12-25
6461,1,厦门信托-临淄公营1701号流动资金贷款集合资金信托计划,ZXD33X201710010025723,厦门国际信托有限公司,厦门信托,12,建筑业,信托贷款,2017-10-27,2017-12-29,2017-12-21
12262,1,中原财富-成长453期-国安有限贷款项目集合资金信托计划,ZXD45Z20171201000877X,中原信托有限公司,中原信托,18,信息传输、软件和信息技术服务业,信托贷款,2017-12-06,2017-12-29,2017-12-21
10411,1,华润信托·睿致95号集合资金信托计划,ZXD38H201711010034616,华润深国投信托有限公司,华润信托,120,金融业,债券投资,2017-11-24,2017-12-28,2017-12-18
14836,1,英大信托-永利19号集合资金信托计划,ZXD31Y201712110034307,英大国际信托有限责任公司,英大信托,52.2,房地产业,信托贷款,2017-12-20,2018-01-19,2018-01-11
9617,1,平安信托汇信100号集合资金信托计划,ZXD31P201711010026758,平安信托有限责任公司,平安信托,24,电力、热力、燃气及水生产和供应业,长期股权投资,2017-11-20,2017-12-29,2017-12-15
14441,1,川信·申鑫22号集合资金信托计划,ZXD36S201712010030475,四川信托有限公司,四川信托,12,金融业,实物及其他资产,2017-12-19,2018-01-19,2018-01-15
6142,1,中海汇誉2016-46遵义路桥流动资金贷款集合资金信托计划,ZXD36Z201710010022530,中海信托股份有限公司,中海信托,36,水利、环境和公共设施管理业,信托贷款,2017-10-25,2017-12-29,2017-12-20
13922,1,中铁信托· 沪惠1701期集合资金信托计划,ZXD43Z201712010025295,中铁信托有限责任公司,中铁信托,24,金融业,特定资产及其收（受）益权附回购,2017-12-15,2018-01-19,2018-01-16
4291,1,金谷·信惠36号证券投资集合资金信托计划,ZXD34Z201710110004225,中国金谷国际信托有限责任公司,金谷信托,12,金融业,股票投资,2017-10-12,2017-12-28,2017-12-18
13920,1,中铁信托·丰德1705期集合资金信托计划,ZXD43Z201712010025277,中铁信托有限责任公司,中铁信托,24,金融业,特定资产及其收（受）益权附回购,2017-12-15,2018-01-19,2018-01-15
3864,1,兴业信托·兴富26号集合资金信托计划,ZXD36X201709010036730,兴业国际信托有限公司,兴业信托,12,房地产业,长期股权投资,2017-09-30,2017-12-29,2017-12-21
13697,1,交银国信·嘉园279号集合资金信托计划,ZXD34J201712010023050,交银国际信托有限公司,交银信托,24,房地产业,特定资产及其收（受）益权附回购,2017-12-14,2018-01-19,2018-01-04
3731,1,中融-厚熙15号集合资金信托计划,ZXD41Z201709010035407,中融国际信托有限公司,中融信托,36,房地产业,信托贷款,2017-09-29,2017-12-29,2017-12-20
13257,1,长安信托-长安投资978号证券投资集合资金信托计划,ZXD31C201712110018660,长安国际信托股份有限公司,长安信托,12,金融业,股票投资,2017-12-12,2018-01-19,2018-01-12
3105,1,中航信托·天宇网融1号汽车金融结构化集合资金信托计划,ZXD37Z201709010029185,中航信托股份有限公司,中航信托,12,租赁和商务服务业,特定资产及其收（受）益权附回购,2017-09-26,2017-12-28,2017-12-20
12875,1,万向信托-智信21号事务管理类集合资金信托计划,ZXD31W20171211001487X,万向信托有限公司,万向信托,60,租赁和商务服务业,信托贷款,2017-12-11,2018-01-19,2018-01-15
2354,1,华润信托·重阳价值3号B期集合资金信托计划,ZXD38H201709010021703,华润深国投信托有限公司,华润信托,240,金融业,股票投资,2017-09-21,2017-12-28,2017-12-25
12572,1,兴业信托·宝利丰175号集合资金信托计划（第二期）,ZXD36X201712010011878,兴业国际信托有限公司,兴业信托,12,房地产业,特定资产及其收（受）益权附回购,2017-12-07,2018-01-19,2018-01-16
569,1,从化奥特莱斯贷款项目集合资金信托计划,ZXD34B201709110004018,渤海国际信托股份有限公司,渤海信托,33.8,房地产业,信托贷款,2017-09-08,2017-12-29,2017-12-14
11454,1,交银国信·集通156号集合资金信托计划,ZXD34J201712010000795,交银国际信托有限公司,交银信托,36,电力、热力、燃气及水生产和供应业,信托贷款,2017-12-01,2018-01-19,2018-01-04
10444,1,2017年中诚信托远吉仕馨月子中心项目集合资金信托计划,ZXD32Z201711010034946,中诚信托有限责任公司,中诚信托,39,租赁和商务服务业,长期股权投资,2017-11-24,2018-01-19,2018-01-10
12017,1,聚信国际租赁股份有限公司2017年度第二期资产支持票据信托,ZXD32Y201712101006352,云南国际信托有限公司,云南信托,81.1,租赁和商务服务业,其他债权资产,2017-12-05,2017-12-28,2017-12-20
11510,1,全球慧赢二十一号集合资金信托计划第477期信托单位,ZXD31P201712010001339,平安信托有限责任公司,平安信托,120,金融业,其他债权资产,2017-12-01,2017-12-28,2017-12-20
11477,1,粤财信托·招瑞8号集合资金信托计划,ZXD32G201712110001020,广东粤财信托有限公司,粤财信托,48.4,金融业,资产收益权（不附回购）,2017-12-01,2017-12-28,2017-12-20
9653,1,福建瀚晟股权投资事务管理类集合资金信托计划,ZXD34S20171111002711X,上海爱建信托有限责任公司,爱建信托,36,其他,长期股权投资,2017-11-20,2017-12-27,2017-12-22
8583,1,金谷·信惠182号证券投资集合资金信托计划,ZXD34Z20171111001651X,中国金谷国际信托有限责任公司,金谷信托,12,金融业,股票投资,2017-11-14,2017-12-28,2017-12-20
8071,1,泰和2017年第一期微小企业贷款资产证券化信托,ZXD35S201711101011459,上海国际信托有限公司,上海信托,13.6,金融业,其他债权资产,2017-11-09,2017-12-28,2017-12-18
7730,1,金谷·信惠107号证券投资集合资金信托计划,ZXD34Z201711110008078,中国金谷国际信托有限责任公司,金谷信托,12,金融业,股票投资,2017-11-07,2017-12-28,2017-12-18
7492,1,陆家嘴信托·华澳臻兴2号财产权信托,ZXD31L201711111005709,陆家嘴国际信托有限公司,陆家嘴信托,35.8,金融业,资产收益权（不附回购）,2017-11-06,2017-12-28,2017-12-22
7444,1,外贸信托-五行汇诚资产配置集合资金信托计划36期,ZXD33Z201711010005234,中国对外经济贸易信托有限公司,外贸信托,12,金融业,其他债权资产,2017-11-06,2017-12-28,2017-12-22
6341,1,平安信托鼎泰34号集合资金信托计划,ZXD31P201710011024524,平安信托有限责任公司,平安信托,24,建筑业,信托贷款,2017-10-26,2017-12-28,2017-12-04
10564,1,万向信托-工商企业62号（招商新能源并购投资集合资金信托计划）,ZXD31W201711010036138,万向信托有限公司,万向信托,19,电力、热力、燃气及水生产和供应业,长期股权投资,2017-11-27,2017-12-27,2017-12-22
9881,1,光大信托-广州承兴27号应收账款集合资金信托计划,ZXD31G201711110029367,光大兴陇信托有限责任公司,光大信托,12,租赁和商务服务业,其他债权资产,2017-11-22,2017-12-27,2017-12-15
9874,1,平安信托-江铜贸易财产权信托（第一期）,ZXD31P201711111029294,平安信托有限责任公司,平安信托,36,其他,实物及其他资产,2017-11-22,2017-12-27,2017-12-18
9412,1,兴业信托·兴鹭同享9号（1期）集合资金信托计划,ZXD36X201711010024720,兴业国际信托有限公司,兴业信托,18,房地产业,信托贷款,2017-11-17,2017-12-27,2017-12-22
9291,1,普惠2017年第8期信贷资产流转财产权信托,ZXD35S201711101023528,上海国际信托有限公司,上海信托,4.7,金融业,其他债权资产,2017-11-17,2017-12-27,2017-12-18
9287,1,普惠2017年第6期信贷资产流转财产权信托,ZXD35S201711101023483,上海国际信托有限公司,上海信托,52.5,金融业,其他债权资产,2017-11-17,2017-12-27,2017-12-22
7629,1,浙金·汇业138号和昌地产之江明珠项目集合资金信托计划,ZXD31Z201711010007063,浙商金汇信托股份有限公司,浙金信托,12,房地产业,信托贷款,2017-11-07,2017-12-27,2017-12-19
6088,1,华能信托-读秒借呗1号财产权信托,ZXD36H201710101021991,华能贵诚信托有限公司,华能信托,60,其他,其他债权资产,2017-10-25,2017-12-27,2017-12-22
4885,1,华宝-慧盈20号中南建设集团贷款集合资金信托计划,ZXD34H201710010010094,华宝信托有限责任公司,华宝信托,24,建筑业,信托贷款,2017-10-17,2017-12-27,2017-12-07
2307,1,华鑫信托·华鹏77号集合资金信托计划,ZXD39H201709110021233,华鑫国际信托有限公司,华鑫信托,12,金融业,股票投资,2017-09-21,2017-12-25,2017-12-08
12695,1,中海信托-浪淘沙2号集合资金信托计划,ZXD36Z201712110013104,中海信托股份有限公司,中海信托,60,金融业,债券投资,2017-12-08,2017-12-28,2017-12-21
12283,1,云霞80期集合资金信托计划,ZXD32Y201712010008983,云南国际信托有限公司,云南信托,60,金融业,股票投资,2017-12-06,2017-12-28,2017-12-20
12009,1,中海-浦江之星342号集合资金信托计划,ZXD36Z201712110006275,中海信托股份有限公司,中海信托,36,金融业,债券投资,2017-12-05,2017-12-28,2017-12-21
11435,1,金谷·信盈18号证券投资集合资金信托计划,ZXD34Z201712110000605,中国金谷国际信托有限责任公司,金谷信托,12,金融业,股票投资,2017-12-01,2017-12-28,2017-12-18
11068,1,百瑞恒益536号集合资金信托计划（富选3期）,ZXD31B201711010041107,百瑞信托有限责任公司,百瑞信托,3,交通运输、仓储和邮政业,信托贷款,2017-11-29,2017-12-28,2017-12-20
10938,1,兴业信托·睿郡优选可交换私募债3号管理型债券投资集合资金信托计划,ZXD36X201711110039814,兴业国际信托有限公司,兴业信托,36,金融业,债券投资,2017-11-28,2017-12-28,2017-12-19
10828,1,中海-璞醴优势中国集合资金信托计划,ZXD36Z20171111003874X,中海信托股份有限公司,中海信托,120,金融业,股票投资,2017-11-28,2017-12-28,2017-12-19
10749,1,淮安园兴信托贷款集合资金信托计划,ZXD34G20171111003796X,国民信托有限公司,国民信托,12,批发和零售业,信托贷款,2017-11-28,2017-12-28,2017-12-19
10343,1,厦门信托-鑫金二十一号证券投资集合资金信托计划,ZXD33X201711010033968,厦门国际信托有限公司,厦门信托,24,金融业,股票投资,2017-11-24,2017-12-28,2017-12-15
10234,1,华澳·常春藤30期证券投资集合资金信托计划,ZXD33H201711110032874,华澳国际信托有限公司,华澳信托,24,金融业,股票投资,2017-11-23,2017-12-28,2017-12-20
11508,1,全球慧赢二十一号集合资金信托计划第476期信托单位,ZXD31P201712010001310,平安信托有限责任公司,平安信托,120,金融业,其他债权资产,2017-12-01,2017-12-21,2017-12-18
10247,1,长安信托-美晨科技第一期员工持股集合资金信托计划,ZXD31C201711110033005,长安国际信托股份有限公司,长安信托,24,金融业,股票投资,2017-11-23,2017-12-25,2017-12-19
9899,1,华能信托-万象2017年第4期资产支持信托（财产权）,ZXD36H201711101029541,华能贵诚信托有限公司,华能信托,49,其他,资产收益权（不附回购）,2017-11-22,2017-12-25,2017-12-12
12561,1,华能信托-金陵1号集合资金信托计划-B类信托单位,ZXD36H201712010011766,华能贵诚信托有限公司,华能信托,24,批发和零售业,其他债权资产,2017-12-07,2017-12-25,2017-12-14
8906,1,湘财盛2017-51号项目集合资金信托计划,ZXD32H201711010019718,湖南省信托有限责任公司,湖南信托,25,水利、环境和公共设施管理业,信托贷款,2017-11-15,2017-12-25,2017-12-11
12040,1,中海-兴隆2号信贷资产财产权信托,ZXD36Z201712111006580,中海信托股份有限公司,中海信托,10.8,金融业,其他债权资产,2017-12-05,2017-12-25,2017-12-20
11219,1,光大信托-广州承兴28号应收账款集合资金信托计划,ZXD31G201711110042604,光大兴陇信托有限责任公司,光大信托,12,租赁和商务服务业,其他债权资产,2017-11-30,2017-12-25,2017-12-15
6904,1,长安宁——青州城投流动资金贷款集合资金信托计划,ZXD31C201710010030091,长安国际信托股份有限公司,长安信托,24,建筑业,信托贷款,2017-10-31,2017-12-25,2017-12-11
10975,1,笙岚集合资金信托计划,ZXD32Y201711010040185,云南国际信托有限公司,云南信托,12,金融业,股票投资,2017-11-29,2017-12-25,2017-12-15
10171,1,北方信托瑞吉一号集合资金信托计划,ZXD32B201711110032240,北方国际信托股份有限公司,北方信托,12,制造业,信托贷款,2017-11-23,2017-12-25,2017-12-19
6687,1,华润信托·恒远无花果2期集合资金信托计划,ZXD38H201710010027959,华润深国投信托有限公司,华润信托,120,金融业,股票投资,2017-10-30,2017-12-25,2017-12-08
8764,1,中电投融和融资租赁有限公司2017年度第一期绿色资产支持票据,ZXD32Y201711111018322,云南国际信托有限公司,云南信托,71.1,租赁和商务服务业,其他债权资产,2017-11-15,2017-12-25,2017-12-07
6080,1,兴业信托·兴申10号集合资金信托计划,ZXD36X201710010021913,兴业国际信托有限公司,兴业信托,12,房地产业,长期股权投资,2017-10-25,2017-12-25,2017-12-14
7801,1,百瑞恒益523号集合资金信托计划（富选2期）,ZXD31B201711011008780,百瑞信托有限责任公司,百瑞信托,24,金融业,资产收益权（不附回购）,2017-11-08,2017-12-25,2017-12-18
2867,1,长安信托——稳健110号集合资金信托计划,ZXD31C20170901002681X,长安国际信托股份有限公司,长安信托,12,金融业,债券投资,2017-09-25,2017-12-25,2017-12-11
7618,1,华润信托·招商银行和润2017年第二期财产权信托,ZXD38H201711111006959,华润深国投信托有限公司,华润信托,50.5,金融业,资产收益权（不附回购）,2017-11-07,2017-12-25,2017-12-08
2405,1,华澳·臻智76号证券投资集合资金信托计划,ZXD33H20170911002221X,华澳国际信托有限公司,华澳信托,12,金融业,股票投资,2017-09-21,2017-12-21,2017-12-13
6885,1,华鑫信托·鑫民27号集合资金信托计划,ZXD39H20171011002990X,华鑫国际信托有限公司,华鑫信托,12,金融业,实物及其他资产,2017-10-31,2017-12-25,2017-12-20
1786,1,国通信托·金兴2号并购贷款集合（单一）资金信托计划,ZXD31F201709010016069,国通信托有限责任公司,国通信托,18,其他,信托贷款,2017-09-18,2017-12-25,2017-12-05
5104,1,中航信托·天启【2017】469 号国药租赁集合资金信托计划,ZXD37Z201710010012251,中航信托股份有限公司,中航信托,6.1,卫生和社会工作业,信托贷款,2017-10-18,2017-12-25,2017-12-01
13299,1,百瑞宝盈709号集合资金信托计划（建业凯旋）,ZXD31B201712010019085,百瑞信托有限责任公司,百瑞信托,12,房地产业,长期股权投资,2017-12-12,2018-01-11,2018-01-03
12965,1,华鑫信托·永鑫90号集合资金信托计划,ZXD39H201712110015778,华鑫国际信托有限公司,华鑫信托,12,金融业,股票投资,2017-12-11,2018-01-11,2018-01-02
9763,1,长安宁-潍坊高创流动资金贷款集合资金信托计划,ZXD31C20171101002821X,长安国际信托股份有限公司,长安信托,12,公共管理、社会保障和社会组织,信托贷款,2017-11-21,2018-01-11,2018-01-03
9346,1,中铁信托·稳健1706期集合资金信托计划,ZXD43Z201711010024070,中铁信托有限责任公司,中铁信托,24,电力、热力、燃气及水生产和供应业,信托贷款,2017-11-17,2018-01-11,2017-12-18
9239,1,华能信托-消费金融发展基金9号集合资金信托计划-第1期,ZXD36H201711010023006,华能贵诚信托有限公司,华能信托,14.8,金融业,其他债权资产,2017-11-17,2018-01-11,2017-12-28
8937,1,长安信托——稳健131号（华溢3号）集合资金信托计划,ZXD31C201711010020028,长安国际信托股份有限公司,长安信托,12,金融业,债券投资,2017-11-15,2018-01-11,2018-01-02
8608,1,天津信托-股权基金（2017远川恒达1号）集合资金信托计划,ZXD31T201711010016764,天津信托有限责任公司,天津信托,18.1,租赁和商务服务业,长期股权投资,2017-11-14,2018-01-11,2018-01-08
6689,1,华润信托·春笋锐宸一号集合资金信托计划,ZXD38H201710010027977,华润深国投信托有限公司,华润信托,12,金融业,股票投资,2017-10-30,2018-01-11,2017-12-29
6551,1,华润信托·春笋浦明集合资金信托计划,ZXD38H201710010026625,华润深国投信托有限公司,华润信托,12,金融业,股票投资,2017-10-27,2018-01-11,2017-12-29
6265,1,中铁信托·瑞和01号集合资金信托计划,ZXD43Z201710110023766,中铁信托有限责任公司,中铁信托,120,采矿业,长期股权投资,2017-10-26,2018-01-11,2017-11-10
9989,1,华润信托·恒远龙腾集合资金信托计划,ZXD38H201711010030449,华润深国投信托有限公司,华润信托,120,金融业,股票投资,2017-11-22,2017-12-28,2017-12-18
9882,1,四川信托-宁智6号集合资金信托计划,ZXD36S201711110029379,四川信托有限公司,四川信托,24,租赁和商务服务业,信托贷款,2017-11-22,2017-12-28,2017-12-20
11598,1,云信-弘瑞20号集合资金信托计划,ZXD32Y201712110002210,云南国际信托有限公司,云南信托,24,建筑业,股票投资,2017-12-01,2017-12-26,2017-12-18
